<DATE>	<TIME>	<BID>	<ASK>	<LAST>	<VOLUME>	<FLAGS>
2026.03.05	00:03:30.697	0.59381	0.59408			6
2026.03.05	00:04:00.201	0.59381				2
2026.03.05	00:04:30.884		0.59408			4
2026.03.05	00:05:00.101	0.59381				2
2026.03.05	00:05:01.906	0.59379	0.59406			6
2026.03.05	00:05:19.367	0.59388				2
2026.03.05	00:05:19.669	0.59379				2
2026.03.05	00:05:19.968	0.59388				2
2026.03.05	00:05:20.268	0.59379				2
2026.03.05	00:05:20.569	0.59388				2
2026.03.05	00:05:20.870	0.59379				2
2026.03.05	00:05:21.175	0.59388				2
2026.03.05	00:05:22.081	0.59379				2
2026.03.05	00:05:22.383	0.59388				2
2026.03.05	00:05:22.988	0.59379				2
2026.03.05	00:05:30.213	0.59378	0.59405			6
2026.03.05	00:05:58.828	0.59377	0.59404			6
2026.03.05	00:06:00.032	0.59377				2
2026.03.05	00:06:00.927	0.59378	0.59405			6
2026.03.05	00:07:00.233	0.59378				2
2026.03.05	00:07:00.832	0.59372	0.59373			6
2026.03.05	00:07:01.732	0.59371	0.59372			6
2026.03.05	00:07:12.864	0.59375	0.59376			6
2026.03.05	00:07:15.265	0.59371	0.59372			6
2026.03.05	00:07:20.681	0.59374	0.59375			6
2026.03.05	00:07:21.297	0.59371	0.59372			6
2026.03.05	00:07:28.517	0.59374	0.59375			6
2026.03.05	00:07:30.925	0.59371	0.59372			6
2026.03.05	00:07:48.072	0.59374	0.59375			6
2026.03.05	00:07:48.691	0.59372	0.59373			6
2026.03.05	00:08:00.132	0.59372				2
2026.03.05	00:08:48.906		0.59373			4
2026.03.05	00:09:00.042	0.59372				2
2026.03.05	00:09:06.652	0.59373	0.59374			6
2026.03.05	00:09:46.404	0.59372	0.59373			6
2026.03.05	00:10:00.258	0.59372				2
2026.03.05	00:10:01.761	0.59374	0.59375			6
2026.03.05	00:10:03.863	0.59373	0.59374			6
2026.03.05	00:10:06.867	0.59372	0.59373			6
2026.03.05	00:10:08.065	0.59374	0.59375			6
2026.03.05	00:10:10.471	0.59372	0.59373			6
2026.03.05	00:10:11.673	0.59373	0.59374			6
2026.03.05	00:10:12.876	0.59367	0.59371			6
2026.03.05	00:10:14.679		0.59372			4
2026.03.05	00:10:14.982		0.59373			4
2026.03.05	00:10:15.282		0.59376			4
2026.03.05	00:10:15.883		0.59372			4
2026.03.05	00:10:17.084		0.59376			4
2026.03.05	00:10:17.687		0.59379			4
2026.03.05	00:10:18.892		0.59372			4
2026.03.05	00:10:28.517		0.59379			4
2026.03.05	00:10:30.324		0.59372			4
2026.03.05	00:10:48.074	0.59366				2
2026.03.05	00:10:57.120		0.59376			4
2026.03.05	00:10:57.726		0.59372			4
2026.03.05	00:11:00.134	0.59366				2
2026.03.05	00:11:01.635		0.59376			4
2026.03.05	00:11:01.936		0.59378			4
2026.03.05	00:11:03.742		0.59372			4
2026.03.05	00:11:04.942		0.59375			4
2026.03.05	00:11:06.144		0.59376			4
2026.03.05	00:11:06.745		0.59372			4
2026.03.05	00:11:07.950	0.59372	0.59373			6
2026.03.05	00:11:09.154		0.59376			4
2026.03.05	00:11:09.760		0.59373			4
2026.03.05	00:11:10.665		0.59376			4
2026.03.05	00:11:12.776		0.59373			4
2026.03.05	00:12:00.007	0.59372				2
2026.03.05	00:12:09.338		0.59377			4
2026.03.05	00:12:12.346		0.59373			4
2026.03.05	00:12:48.452	0.59373	0.59405			6
2026.03.05	00:12:56.571	0.59372				2
2026.03.05	00:13:00.192	0.59372				2
